 STN,YYYYMMDD,   SQ,   SP,    Q,   DR,   RH,  VVN,  VVX,   NG
  260,19960708,   51,   31, 1502,    4,    6,   60,   82,    4
  260,19960709,   15,    9, 1294,   60,   41,   15,   80,    7
  260,19960710,    9,    5,  889,   37,   20,   20,   80,    7
  260,19960711,   59,   36, 2116,    0,    0,   57,   80,    5
  260,19960712,   53,   32, 1676,    0,   -1,   27,   63,    5
  260,19960713,   41,   25, 1021,    0,    0,   18,   75,    5
  260,19960714,    0,    0,  477,    0,   -1,   22,   62,    7
  260,19960715,  123,   75, 2422,    0,    0,    4,   82,    3
  260,19960716,   78,   48, 2154,    0,   -1,   75,   82,    5
  260,19960717,  115,   71, 2663,    0,    0,   68,   82,    5
  260,19960718,   29,   18, 1660,    0,    0,   72,   80,    6
  260,19960719,   76,   47, 2138,    0,    0,   75,   81,    6
  260,19960720,  150,   93, 2701,    0,    0,   65,   81,    3
  260,19960721,  133,   83, 2555,    0,    0,   70,   82,    3
  260,19960722,  134,   84, 2569,    0,    0,   62,   80,    2
  260,19960723,   64,   40, 1528,   21,   33,   45,   82,    4
  260,19960724,   13,    8,  798,   78,   83,   40,   75,    8
  260,19960725,    4,    3,  927,   20,   43,   32,   60,    8
  260,19960726,   65,   41, 1908,    0,    0,   56,   63,    4
  260,19960727,   19,   12,  890,    0,   -1,   33,   82,    6
  260,19960728,   73,   46, 2018,    0,    0,   62,   83,    5
  260,19960729,   44,   28, 1374,    4,    1,   61,   80,    6
  260,19960730,   31,   20, 1478,    0,   -1,   38,   75,    7
  260,19960731,   12,    8,  751,    0,   -1,   45,   75,    7
  260,19960801,   24,   15, 1189,    0,    0,   57,   80,    5
  260,19960802,   96,   62, 2116,    0,    0,   66,   80,    3
  260,19960803,   57,   37, 1449,    0,    0,   63,   82,    5
  260,19960804,  127,   83, 2266,    0,    0,   59,   84,    1
  260,19960805,  145,   95, 2605,    0,    0,   73,   81,    1
  260,19960806,   33,   22,  911,   46,  136,   56,   81,    6
  260,19960807,   19,   13,  780,    0,   -1,   58,   81,    6
  260,19960808,   89,   59, 2101,    0,    0,   50,   75,    5
  260,19960809,   38,   25, 1592,    0,    0,   50,   73,    6
  260,19960810,    5,    3,  973,    0,   -1,   56,   75,    8
  260,19960811,   43,   29, 1284,   45,   29,   14,   75,    7
  260,19960812,    6,    4,  556,   58,   88,   16,   63,    7
  260,19960813,   15,   10, 1100,    0,   -1,   18,   72,    6
  260,19960814,   45,   30, 1255,    0,    0,   15,   65,    5
  260,19960815,   26,   18,  965,    0,   -1,   17,   68,    6
  260,19960816,   12,    8,  697,    0,    0,   50,   65,    6
  260,19960817,   73,   50, 1818,    0,    0,    9,   58,    2
  260,19960818,  119,   82, 2088,    0,    0,   25,   65,    1
  260,19960819,  133,   92, 2190,    0,    0,   57,   80,    0
  260,19960820,  110,   76, 2021,    0,    0,   62,   80,    2
  260,19960821,    2,    1,  471,   17,   18,   16,   80,    6
  260,19960822,  117,   82, 2064,    0,    0,    2,   80,    3
  260,19960823,   41,   29, 1251,   23,   57,    4,   75,    6
  260,19960824,   75,   53, 1498,    0,   -1,    1,   80,    5
  260,19960825,   64,   45, 1252,   29,  101,   56,   80,    4
  260,19960826,   84,   60, 1624,    0,    0,   40,   80,    4
  260,19960827,   29,   21, 1010,   15,   22,   35,   70,    6
  260,19960828,    0,    0,  588,   85,  115,   40,   70,    7
  260,19960829,    0,    0,  406,   35,   22,   35,   68,    7
  260,19960830,   26,   19, 1103,   22,   34,   32,   75,    6
  260,19960831,   60,   44, 1080,   13,   10,   60,   80,    5
  260,19960901,   50,   37,  821,   29,   27,   60,   82,    5
  260,19960902,   80,   59, 1669,    0,   -1,    7,   80,    4
  260,19960903,  120,   89, 1855,    0,    0,   57,   80,    2
  260,19960904,   22,   16, 1012,    0,   -1,    3,   80,    6
  260,19960905,  122,   91, 1985,    0,    0,    6,   80,    1
  260,19960906,   96,   72, 1750,    0,    0,   12,   82,    3
  260,19960907,  118,   89, 1833,    0,    0,   40,   84,    1
  260,19960908,   62,   47, 1301,    0,   -1,   75,   82,    4
  260,19960909,   82,   62, 1434,    0,   -1,   65,   82,    3
  260,19960910,    4,    3,  552,   13,    4,   58,   80,    6
  260,19960911,    0,    0,  544,   40,   19,   42,   78,    8
  260,19960912,   60,   46, 1156,   48,   65,   30,   81,    6
  260,19960913,   38,   30, 1009,    8,    2,   62,   80,    5
  260,19960914,   23,   18,  865,    9,    2,   58,   81,    6
  260,19960915,   39,   31,  934,    0,   -1,   67,   83,    4
  260,19960916,   74,   58, 1254,    0,    0,   56,   83,    3
  260,19960917,  118,   94, 1766,    0,    0,   56,   80,    1
  260,19960918,   70,   56, 1086,    0,    0,   58,   76,    3
  260,19960919,   59,   47, 1204,    0,    0,   56,   75,    5
  260,19960920,   38,   31, 1010,    0,    0,   40,   65,    5
  260,19960921,   59,   48, 1111,    0,    0,   57,   65,    6
  260,19960922,    0,    0,  187,   40,   21,   36,   58,    8
  260,19960923,    3,    2,  374,   43,   24,   12,   58,    8
  260,19960924,   24,   20,  762,    0,    0,    1,   65,    4
  260,19960925,   66,   55, 1157,    0,    0,    1,   50,    4
  260,19960926,   73,   61, 1106,   16,   13,   15,   65,    4
  260,19960927,   56,   47,  965,   44,   70,   18,   75,    5
  260,19960928,   23,   19,  565,    3,    1,   62,   75,    6
  260,19960929,    0,    0,  156,  112,  140,   30,   70,    8
  260,19960930,   14,   12,  468,   85,  106,   30,   75,    7
  260,19961001,    3,    3,  332,   72,   58,   25,   80,    6
  260,19961002,   88,   76,  946,    2,    8,    7,   81,    2
  260,19961003,   49,   42,  949,    0,   -1,   25,   75,    6
  260,19961004,   92,   80, 1087,   43,   62,   50,   82,    4
  260,19961005,   47,   41,  787,   20,    9,   57,   80,    4
  260,19961006,   63,   56,  988,    0,    0,    9,   82,    3
  260,19961007,  103,   91, 1196,    0,    0,   56,   70,    2
  260,19961008,   31,   28,  728,    0,    0,   22,   60,    6
  260,19961009,    0,    0,  216,   19,   11,    1,   56,    8
  260,19961010,    2,    2,  369,   30,   18,   18,   75,    7
  260,19961011,    2,    2,  426,    0,    0,    1,   40,    8
  260,19961012,   10,    9,  241,    0,    0,    3,   35,    6
  260,19961013,   97,   89, 1002,    0,    0,    7,   65,    1
  260,19961014,   74,   69,  956,    0,    0,   60,   75,    5
  260,19961015,   10,    9,  285,    0,   -1,   48,   80,    7
  260,19961016,   29,   27,  583,    0,    0,   56,   80,    5
  260,19961017,   50,   47,  741,    0,   -1,   50,   70,    4
  260,19961018,   38,   36,  696,   13,    7,    1,   64,    6
  260,19961019,   60,   57,  695,    4,    2,   57,   80,    4
  260,19961020,    0,    0,  153,  108,  134,   20,   70,    8
  260,19961021,   24,   23,  463,   56,   90,   16,   75,    6
  260,19961022,   69,   67,  763,    0,    0,   18,   80,    4
  260,19961023,   89,   87,  821,    0,    0,   20,   70,    3
  260,19961024,   88,   87,  871,    0,    0,   65,   75,    5
  260,19961025,   32,   32,  497,    0,   -1,   10,   75,    5
  260,19961026,   49,   49,  621,   10,    4,   17,   80,    3
  260,19961027,    0,    0,   78,   97,  108,   30,   72,    7
  260,19961028,   10,   10,  217,   22,   13,   45,   80,    6
  260,19961029,   35,   36,  444,  109,   89,   35,   75,    6
  260,19961030,   26,   27,  402,    2,    1,   68,   80,    6
  260,19961031,    1,    1,  187,   94,  131,   35,   68,    8
  260,19961101,   15,   16,  324,   23,   11,   30,   80,    6
  260,19961102,    0,    0,   77,   44,   31,   40,   65,    8
  260,19961103,    0,    0,   60,   80,  106,   40,   72,    8
  260,19961104,    0,    0,   62,   82,   83,   50,   65,    8
  260,19961105,   14,   15,  266,   70,   84,   56,   78,    6
  260,19961106,   44,   47,  388,   25,   36,   40,   75,    5
  260,19961107,    0,    0,  111,   74,  164,   38,   75,    7
  260,19961108,   79,   86,  658,    5,    3,   58,   82,    2
  260,19961109,   50,   54,  396,    3,   11,   57,   80,    4
  260,19961110,    0,    0,   77,  122,  111,   23,   75,    8
  260,19961111,    0,    0,  161,   50,   57,   25,   68,    7
  260,19961112,    6,    7,  246,   26,   47,   15,   58,    7
  260,19961113,   26,   29,  340,   26,   17,   56,   80,    5
  260,19961114,   63,   71,  487,    2,    1,   62,   82,    2
  260,19961115,   79,   89,  584,    0,    0,   40,   70,    2
  260,19961116,   24,   27,  294,    0,    0,   23,   60,    7
  260,19961117,    7,    8,  161,    0,    0,   16,   56,    8
  260,19961118,    0,    0,   61,   75,   43,    1,   75,    8
  260,19961119,   22,   25,  293,   59,   57,   22,   82,    7
  260,19961120,    0,    0,   75,   48,   68,   57,   80,    7
  260,19961121,   23,   27,  297,   56,   74,   50,   80,    6
  260,19961122,   52,   61,  404,   15,    4,   58,   80,    5
  260,19961123,   18,   21,  231,   69,   51,   18,   80,    6
  260,19961124,    9,   11,  220,   22,    8,    2,   80,    7
  260,19961125,    0,    0,   38,  137,  140,   35,   70,    8
  260,19961126,    2,    2,  102,   14,   12,   60,   70,    6
  260,19961127,    3,    4,  201,    0,    0,   45,   60,    5
  260,19961128,   27,   33,  266,    0,   -1,   50,   75,    5
  260,19961129,    3,    4,   51,   75,   87,    2,   75,    6
  260,19961130,   16,   20,  126,   36,   58,   50,   75,    4
  260,19961201,    0,    0,  144,   18,   16,   18,   80,    7
  260,19961202,    4,    5,   64,   18,    8,   59,   75,    6
  260,19961203,    0,    0,   39,   85,   85,   57,   70,    7
  260,19961204,   51,   64,  311,    5,    4,   59,   78,    6
  260,19961205,   10,   13,  172,    0,   -1,   57,   68,    7
  260,19961206,    3,    4,  183,    0,   -1,   56,   68,    7
  260,19961207,    0,    0,  150,   16,    9,   10,   45,    8
  260,19961208,    0,    0,   92,    0,    0,    1,   17,    8
  260,19961209,    0,    0,   28,    0,    0,   20,   58,    8
  260,19961210,    0,    0,   22,    0,    0,   22,   40,    8
  260,19961211,    0,    0,   30,    0,   -1,   12,   25,    8
  260,19961212,    0,    0,   18,    0,   -1,   18,   60,    8
  260,19961213,    0,    0,  102,    0,   -1,   35,   81,    6
  260,19961214,   31,   40,  236,    0,   -1,   62,   80,    4
  260,19961215,    6,    8,  126,    0,   -1,   50,   75,    7
  260,19961216,    0,    0,   84,    0,    0,   11,   50,    8
  260,19961217,    0,    0,   58,    0,    0,    9,   35,    8
  260,19961218,    3,    4,  109,    8,    4,    1,   58,    8
  260,19961219,    0,    0,   29,  183,  231,   16,   59,    8
  260,19961220,    0,    0,   82,    0,    0,   57,   80,    6
  260,19961221,   66,   85,  375,    0,    0,   75,   80,    0
  260,19961222,   41,   53,  257,    0,    0,   75,   80,    2
  260,19961223,   66,   85,  326,    0,    0,   65,   80,    1
  260,19961224,   66,   85,  388,    0,    0,   70,   82,    1
  260,19961225,    5,    6,  131,    0,   -1,   58,   80,    5
  260,19961226,   66,   85,  470,    0,    0,   65,   82,    3
  260,19961227,    2,    3,  129,    0,    0,   68,   80,    7
  260,19961228,   65,   84,  375,    0,    0,   60,   80,    1
  260,19961229,    0,    0,   60,   38,   13,   35,   70,    8
  260,19961230,    0,    0,  110,    0,   -1,   58,   80,    7
  260,19961231,   66,   85,  331,    0,    0,   45,   65,    1
  260,19970101,   66,   84,  375,    0,    0,   45,   70,    0
  260,19970102,   66,   84,  429,    0,    0,   25,   56,    0
  260,19970103,    8,   10,  175,    0,    0,   30,   64,    6
  260,19970104,    0,    0,  104,    0,   -1,   45,   70,    8
  260,19970105,   15,   19,  167,    0,   -1,   45,   80,    5
  260,19970106,   20,   25,  163,    0,   -1,   30,   57,    5
  260,19970107,    0,    0,  107,    0,   -1,   50,   61,    6
  260,19970108,   18,   23,  173,    0,   -1,   20,   50,    5
  260,19970109,   14,   17,  225,    0,   -1,   24,   56,    7
  260,19970110,    0,    0,   93,    0,   -1,   50,   58,    8
  260,19970111,    0,    0,   97,    0,   -1,   28,   56,    6
  260,19970112,    0,    0,  100,    0,   -1,    1,   45,    8
  260,19970113,   60,   74,  408,    0,   -1,    3,   66,    6
  260,19970114,   70,   85,  454,    0,    0,   58,   68,    3
  260,19970115,   72,   87,  449,    0,    0,   50,   59,    0
  260,19970116,   72,   87,  473,    0,    0,   50,   60,    0
  260,19970117,   70,   84,  439,    0,   -1,   30,   62,    4
  260,19970118,    0,    0,   49,    0,   -1,    1,   50,    8
  260,19970119,    0,    0,   50,   40,   19,    0,   40,    8
  260,19970120,    0,    0,  162,    0,   -1,    3,   80,    7
  260,19970121,   26,   31,  281,    0,    0,   28,   80,    5
  260,19970122,   23,   27,  268,    0,   -1,   58,   70,    6
  260,19970123,   22,   26,  294,    0,   -1,   12,   65,    6
  260,19970124,   63,   73,  440,   28,   14,    0,   56,    4
  260,19970125,   38,   44,  389,    0,    0,    1,   58,    6
  260,19970126,    0,    0,   69,    0,   -1,    2,   56,    6
  260,19970127,   73,   83,  540,    0,   -1,    9,   57,    2
  260,19970128,    0,    0,  151,    6,    1,    0,   56,    8
  260,19970129,    0,    0,  143,    0,   -1,    1,   56,    8
  260,19970130,    0,    0,   90,    0,   -1,    2,   75,    8
  260,19970131,   14,   16,  234,   10,    2,    4,   73,    6
  260,19970201,    0,    0,  198,    0,    0,   57,   72,    7
  260,19970202,   14,   15,  193,    0,   -1,    0,   58,    6
  260,19970203,    0,    0,  260,    0,    0,    0,   25,    7
  260,19970204,    0,    0,   73,   64,   76,   25,   58,    8
  260,19970205,   52,   56,  551,   65,   53,   45,   80,    4
  260,19970206,   21,   22,  355,    0,    0,    2,   70,    7
  260,19970207,   22,   23,  328,   29,   27,   16,   65,    7
  260,19970208,   64,   67,  612,    0,    0,    1,   80,    5
  260,19970209,   18,   19,  335,    0,   -1,   14,   62,    7
  260,19970210,    5,    5,  164,   41,   36,   30,   75,    5
  260,19970211,   44,   46,  478,   30,   20,   50,   73,    5
  260,19970212,    0,    0,   60,  110,  170,   24,   72,    8
  260,19970213,    5,    5,  169,   68,  133,   28,   75,    8
  260,19970214,   78,   79,  717,    0,    0,   60,   75,    3
  260,19970215,   69,   70,  661,    0,    0,   58,   72,    4
  260,19970216,   22,   22,  457,   10,    5,    2,   65,    7
  260,19970217,   10,   10,  264,   24,   17,   32,   70,    8
  260,19970218,   37,   37,  420,   72,   98,   40,   80,    6
  260,19970219,   29,   28,  465,   27,   32,   56,   75,    6
  260,19970220,   40,   39,  559,    0,   -1,   63,   80,    5
  260,19970221,    1,    1,  150,   13,    7,   40,   75,    7
  260,19970222,    0,    0,  229,    0,    0,   28,   62,    8
  260,19970223,   18,   17,  463,    0,    0,   57,   66,    7
  260,19970224,   11,   10,  257,   71,  104,   50,   75,    8
  260,19970225,   38,   36,  522,   34,   26,   50,   75,    6
  260,19970226,    5,    5,  281,   46,   33,   56,   75,    7
  260,19970227,   18,   17,  449,    0,   -1,   62,   80,    7
  260,19970228,   66,   61,  800,    6,    3,   45,   81,    7
  260,19970301,   91,   84, 1041,    0,    0,   56,   68,    5
  260,19970302,    3,    3,  200,   12,   11,   25,   80,    7
  260,19970303,   52,   47,  891,    0,    0,   60,   80,    7
  260,19970304,   34,   31,  656,    0,   -1,   56,   70,    5
  260,19970305,   36,   32,  582,    0,    0,   30,   64,    5
  260,19970306,   49,   44,  875,   23,    9,   34,   84,    4
  260,19970307,   22,   20,  690,    0,    0,   15,   68,    7
  260,19970308,    9,    8,  486,    0,    0,   18,   62,    5
  260,19970309,   70,   62, 1056,    0,    0,    1,   56,    3
  260,19970310,  107,   94, 1310,    0,    0,    1,   60,    1
  260,19970311,   44,   38,  678,    0,    0,    0,   42,    5
  260,19970312,   51,   44,  834,    0,    0,    3,   35,    4
  260,19970313,   79,   68, 1174,    0,    0,   22,   60,    5
  260,19970314,    0,    0,  181,   21,   11,   14,   60,    7
  260,19970315,    2,    2,  236,   27,   11,   13,   65,    8
  260,19970316,    0,    0,  159,   38,   13,    2,   60,    8
  260,19970317,   74,   62, 1063,    0,   -1,   40,   80,    6
  260,19970318,    0,    0,  193,   32,   89,   18,   75,    8
  260,19970319,    4,    3,  383,   50,   59,   57,   80,    8
  260,19970320,    8,    7,  461,    4,    2,   56,   65,    7
  260,19970321,   40,   33,  838,    3,    1,   65,   82,    5
  260,19970322,   71,   58, 1286,    0,   -1,   60,   80,    5
  260,19970323,    0,    0,  173,   57,   23,   18,   62,    8
  260,19970324,    0,    0,  148,   40,    5,    8,   45,    8
  260,19970325,    8,    6,  615,   60,   19,   10,   65,    7
  260,19970326,    0,    0,  519,   24,   21,   30,   63,    8
  260,19970327,   71,   56, 1430,    0,    0,   45,   80,    7
  260,19970328,   50,   39,  919,    9,   10,   62,   80,    5
  260,19970329,   62,   49, 1105,    2,    5,   64,   80,    6
  260,19970330,  107,   84, 1558,    0,    0,   56,   82,    3
  260,19970331,  120,   93, 1813,    0,    0,    2,   70,    1
  260,19970401,  122,   94, 1794,    0,    0,   40,   65,    0
  260,19970402,   10,    8,  719,    0,    0,   45,   60,    6
  260,19970403,   33,   25,  833,    0,    0,   40,   75,    6
  260,19970404,   71,   54, 1230,    5,    1,   75,   81,    6
  260,19970405,    0,    0,  156,  120,   92,   30,   75,    8
  260,19970406,  120,   90, 1895,    0,    0,   70,   82,    3
  260,19970407,  121,   91, 1998,    0,    0,   80,   82,    1
  260,19970408,  118,   88, 1927,    0,    0,   72,   81,    4
